"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","Described Value Domain(s)","Value List","Role","CDISC Notes","Core"
"SDTMIG v3.2","5","Findings About","SR","SRGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.2","6","Findings About","SR","SRREFID","Reference ID","Char","",,"","Identifier","Internal or external specimen identifier.  Example: Specimen ID.","Perm"
"SDTMIG v3.2","7","Findings About","SR","SRSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor defined identifier.","Perm"
"SDTMIG v3.2","8","Findings About","SR","SRTESTCD","Skin Response Test or Exam Short Name","Char","",,"","Topic","Short name of the measurement, test, or examination described in SRTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SRTESTCD cannot be longer than 8 characters, nor can it start with a number. SRTESTCD cannot contain characters other than letters, numbers, or underscores.","Req"
"SDTMIG v3.2","9","Findings About","SR","SRTEST","Skin Response Test or Examination Name","Char","",,"","Synonym Qualifier","Verbatim name of the test or examination used to obtain the measurement or finding. The value in SRTEST cannot be longer than 40 characters. (E.g., Wheal Diameter).","Req"
"SDTMIG v3.2","10","Findings About","SR","SROBJ","Object of the Observation","Char","",,"","Record Qualifier","Used to describe the object or focal point of the findings observation that is represented by --TEST.  Examples: the dose of the immunogenic material or the allergen associated with the response. (e.g., Johnson Grass IgE 0.15 BAU mL).","Req"
"SDTMIG v3.2","11","Findings About","SR","SRCAT","Category for Test","Char","",,"","Grouping Qualifier","Used to define a category of Topic-variable values across subjects.","Perm"
"SDTMIG v3.2","12","Findings About","SR","SRSCAT","Subcategory for Test","Char","",,"","Grouping Qualifier","A further categorization of SRCAT values.","Perm"
"SDTMIG v3.2","13","Findings About","SR","SRORRES","Results or Findings in Original Units","Char","",,"","Result Qualifier","Results of measurement or finding as originally received or collected.","Exp"
"SDTMIG v3.2","14","Findings About","SR","SRORRESU","Original Units","Char","C71620",,"","Variable Qualifier","Original units in which the data were collected. The unit for SRORRES. Example: mm.","Exp"
"SDTMIG v3.2","15","Findings About","SR","SRSTRESC","Character Results/Findings in Std. Format","Char","",,"","Result Qualifier","Contains the result value for all findings, copied or derived from SRORRES in a standard format or in standard units. SRSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in SRSTRESN.","Exp"
"SDTMIG v3.2","16","Findings About","SR","SRSTRESN","Numeric Results/Findings in Std. Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from SRSTRESC. SRSTRESN should store all numeric test results or findings.","Exp"
"SDTMIG v3.2","17","Findings About","SR","SRSTRESU","Standard Units","Char","C71620",,"","Variable Qualifier","Standardized units used for SRSTRESC and SRSTRESN, Example: mm.","Exp"
"SDTMIG v3.2","18","Findings About","SR","SRSTAT","Completion Status","Char","C66789",,"","Record Qualifier","Used to indicate exam not done. Should be null if a result exists in SRORRES.","Perm"
"SDTMIG v3.2","19","Findings About","SR","SRREASND","Reason Not Done","Char","",,"","Record Qualifier","Describes why a measurement or test was not performed. Used in conjunction with SRSTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","20","Findings About","SR","SRNAM","Vendor Name","Char","",,"","Record Qualifier","Name or identifier of the laboratory or vendor who provided the test results","Perm"
"SDTMIG v3.2","21","Findings About","SR","SRSPEC","Specimen Type","Char","C78734",,"","Record Qualifier","Defines the types of specimen used for a measurement. E.g., SKIN.","Perm"
"SDTMIG v3.2","22","Findings About","SR","SRLOC","Location used for Measurement","Char","C74456",,"","Record Qualifier","Location relevant to the collection of the measurement.","Perm"
"SDTMIG v3.2","23","Findings About","SR","SRLAT","Laterality","Char","C99073",,"","Result Qualifier","Qualifier for anatomical location further detailing laterality of intervention administration. Examples: RIGHT, LEFT, BILATERAL","Perm"
"SDTMIG v3.2","24","Findings About","SR","SRMETHOD","Method of Test or Examination","Char","C85492",,"","Record Qualifier","Method of test or examination (ELISA, EIA Microneutralization, PRNT (Plaque Reduction Neutralization Tests)","Perm"
"SDTMIG v3.2","25","Findings About","SR","SREVAL","Evaluator","Char","C78735",,"","Record Qualifier","Role of person who provided evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR","Perm"
"SDTMIG v3.2","26","Findings About","SR","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting","Exp"
"SDTMIG v3.2","27","Findings About","SR","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter 2. May be used in addition to VISITNUM and/or VISITDY","Perm"
"SDTMIG v3.2","28","Findings About","SR","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.2","29","Findings About","SR","SRDTC","Date/Time of Collection","Char","","ISO 8601","","Timing","Collection date and time of an observation represented in ISO 8601","Exp"
"SDTMIG v3.2","30","Findings About","SR","SRDY","Study Day of Visit/Collection/Exam","Num","",,"","Timing","Actual study day of visit/collection/exam expressed in integer days relative to sponsor- defined RFSTDTC in Demographics","Perm"
"SDTMIG v3.2","31","Findings About","SR","SRTPT","Planned Time Point Name","Char","",,"","Timing","1. Text Description of time when measurement should be taken.","Perm"
"SDTMIG v3.2","32","Findings About","SR","SRTPTNUM","Planned Time Point Number","Num","",,"","Timing","Numerical version of SRTPT to aid in sorting.","Perm"
"SDTMIG v3.2","33","Findings About","SR","SRELTM","Planned Elapsed Time from Time Point Ref","Char","","ISO 8601","","Timing","Planned elapsed time (in ISO 8601) relative to a fixed time point reference (SRTPTREF). Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by EGTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by SRTPTREF.","Perm"
"SDTMIG v3.2","34","Findings About","SR","SRTPTREF","Time Point Reference","Char","",,"","Timing","Name of the fixed reference point referred to by SRELTM, SRTPTNUM, and SRTPT. Example: INTRADERMAL INJECTION.","Perm"
"SDTMIG v3.2","35","Findings About","SR","SRRFTDTC","Date/Time of Reference Time Point","Char","","ISO 8601","","Timing","Date/time of the reference time point, SRTPTREF.","Perm"
"SDTMIG v3.2","1","Trial Design","TA","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Trial Design","TA","DOMAIN","Domain Abbreviation","Char","",,"TA","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Trial Design","TA","ARMCD","Planned Arm Code","Char","",,"","Topic","ARMCD is limited to 20 characters and does not have special character restrictions. The maximum length of ARMCD is longer than that for other ""short"" variables to accommodate the kind of values that are likely to be needed for crossover trials. For example, if ARMCD values for a seven-period crossover were constructed using two-character abbreviations for each treatment and separating hyphens, the length of ARMCD values would be 20.","Req"
"SDTMIG v3.2","4","Trial Design","TA","ARM","Description of Planned Arm","Char","",,"","Synonym Qualifier","Name given to an Arm or treatment group.","Req"
"SDTMIG v3.2","5","Trial Design","TA","TAETORD","Planned Order of Element within Arm","Num","",,"","Timing","Number that gives the order of the Element within the Arm.","Req"
"SDTMIG v3.2","6","Trial Design","TA","ETCD","Element Code","Char","",,"","Record Qualifier","ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.","Req"
"SDTMIG v3.2","7","Trial Design","TA","ELEMENT","Description of Element","Char","",,"","Synonym Qualifier","The name of the Element. The same Element may occur more than once within an Arm.","Perm"
"SDTMIG v3.2","8","Trial Design","TA","TABRANCH","Branch","Char","",,"","Rule","Condition subject met, at a ""branch"" in the trial design at the end of this Element, to be included in this Arm; (e.g., randomization to DRUG X).","Exp"
"SDTMIG v3.2","9","Trial Design","TA","TATRANS","Transition Rule","Char","",,"","Rule","If the trial design allows a subject to transition to an Element other than the next Element in sequence, then the conditions for transitioning to those other Elements, and the alternative Element sequences, are specified in this rule (e.g., Responders go to washout).","Exp"
"SDTMIG v3.2","10","Trial Design","TA","EPOCH","Epoch","Char","C99079",,"","Timing","Name of the Trial Epoch with which this Element of the Arm is associated.","Req"
"SDTMIG v3.2","1","Trial Design","TE","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Trial Design","TE","DOMAIN","Domain Abbreviation","Char","",,"TE","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Trial Design","TE","ETCD","Element Code","Char","",,"","Topic","ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.","Req"
"SDTMIG v3.2","4","Trial Design","TE","ELEMENT","Description of Element","Char","",,"","Synonym Qualifier","The name of the Element.","Req"
"SDTMIG v3.2","5","Trial Design","TE","TESTRL","Rule for Start of Element","Char","",,"","Rule","Expresses rule for beginning Element.","Req"
"SDTMIG v3.2","6","Trial Design","TE","TEENRL","Rule for End of Element","Char","",,"","Rule","Expresses rule for ending Element. Either TEENRL or TEDUR must be present for each Element.","Perm"
"SDTMIG v3.2","7","Trial Design","TE","TEDUR","Planned Duration of Element","Char","","ISO 8601","","Timing","Planned Duration of Element in ISO 8601 format. Used when the rule for ending the Element is applied after a fixed duration.","Perm"
"SDTMIG v3.2","1","Trial Design","TV","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Trial Design","TV","DOMAIN","Domain Abbreviation","Char","",,"TV","Identifier","Two-character abbreviation for the domain","Req"
"SDTMIG v3.2","3","Trial Design","TV","VISITNUM","Visit Number","Num","",,"","Topic","1. Clinical encounter number 2. Numeric version of VISIT, used for sorting.","Req"
"SDTMIG v3.2","4","Trial Design","TV","VISIT","Visit Name","Char","",,"","Synonym Qualifier","1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY as a text description of the clinical encounter.","Perm"
"SDTMIG v3.2","5","Trial Design","TV","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","1. Planned study day of VISIT. 2. Due to its sequential nature, used for sorting","Perm"
"SDTMIG v3.2","6","Trial Design","TV","ARMCD","Planned Arm Code","Char","",,"","Record Qualifier","1.ARMCD is limited to 20 characters and does not have special character restrictions. The maximum length of ARMCD is longer than for other ""short"" variables to accommodate the kind of values that are likely to be needed for crossover trials. For example, if ARMCD values for a seven-period crossover were constructed using two-character abbreviations for each treatment and separating hyphens, the length of ARMCD values would be 20. 2. If the timing of Visits for a trial does not depend on which ARM a subject is in, then ARMCD should be null.","Exp"
